CID,Name,10/15/2022,10/22/2022,10/23/2022,10/24/2022,10/25/2022,10/26/2022,10/27/2022,10/28/2022,10/29/2022,11/5/2022,11/19/2022,11/20/2022,11/21/2022,11/22/2022,11/23/2022,11/24/2022,11/25/2022,11/26/2022,11/27/2022,11/28/2022,11/29/2022,11/30/2022,12/1/2022,12/2/2022,12/3/2022,12/4/2022,12/5/2022,12/6/2022,12/7/2022,12/8/2022,12/9/2022,12/10/2022,12/11/2022,12/12/2022,12/13/2022,12/14/2022,12/15/2022,12/16/2022,12/17/2022,12/18/2022,12/19/2022,12/20/2022,12/21/2022,12/22/2022,12/23/2022,12/24/2022,12/25/2022,12/26/2022,12/27/2022,12/28/2022,12/29/2022,12/30/2022,12/31/2022,1/1/2023,1/2/2023,1/3/2023,1/4/2023,1/5/2023,1/6/2023,1/7/2023,1/8/2023,1/9/2023,1/10/2023,1/11/2023,1/12/2023,1/13/2023,1/14/2023,1/15/2023,1/16/2023,1/17/2023,1/18/2023,1/19/2023,2/4/2023
131169664,Ashley Combs,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
051557302,Jeffery Reeves,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
466141826,Gavin Iles,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1
234661748,Roza David,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
320240917,Jadon Yates,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
931277204,Brandon-Lee Christensen,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
156454394,Roseanne Roberts,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
215456336,Ellis Horne,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,
911580504,Pierce Hampton,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
174568699,Taslima Miranda,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,
871513618,Jess Mcknight,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
182347776,Ellen Eaton,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
671647004,Dolcie Berry,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1
482052491,Gracey Clark,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
842266277,Ruari Sandoval,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
637949252,Brendan Vaughan,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
182336064,Killian Terry,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
621736472,Diesel Ferguson,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,
398434987,Elsie Raymond,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
194442142,Emaan Manning,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
750101555,Haniya Hardin,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
605673332,Muskaan Pike,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
206609571,Jaidon Weaver,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1
983223857,Alister Buck,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
886289375,Zach Juarez,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
650541626,Khadeeja Olson,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
666225607,Declan Greig,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
738436288,Elise Mcgill,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,
321123715,Bodhi Davey,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
667402367,Akshay Mckinney,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
211044155,Jun Sadler,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
430407414,Ayah Hail,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
819597140,Marwan Gilmore,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1
387195392,Montgomery Underwood,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
627351162,Samirah Peel,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
300291679,Cruz Mccullough,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
284704332,Elmer Dolan,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
292362467,Laylah Leblanc,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,
186691876,Aminah Wilson,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
144220661,Christian Leonard,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
641329295,Jemimah Oneil,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
521927065,Kaydee Schmitt,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
438364934,Kaine Wall,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1
626629563,August Richards,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
088124851,Osama Hussain,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
450212503,Camille Lopez,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,
544480454,Elouise Matthews,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
858017197,Sue Timms,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,
666505963,Ramone Blanchard,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
384954367,Billy Salinas,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
756313709,Aditi Halliday,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
592792438,Kelsi Harrington,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
177633745,Elle Read,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1
487432681,Gemma Spooner,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
526804564,Martin Ellwood,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
477107931,Hebe Nava,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
402620604,Brennan Adkins,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
839137656,Anish Costa,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,
029262463,Tadhg Parkinson,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
189144585,Alice Bain,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
217716189,Muhammed Avila,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
527239939,Danielle Zavala,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
154984234,Haidar Kent,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1
071253931,Cristian Beltran,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,
893129195,Yusha Potter,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
655836476,Bluebell Rodriquez,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
351672036,Olaf Jeffery,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
380742436,Margie Mack,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,
835574477,Jai Kaye,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
988223809,Danniella Freeman,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
100287132,Hettie Hurst,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
540407885,Selin Oconnor,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
867729662,Samantha Elliott,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1,,,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,1
162048764,Shaun Hurley,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
708736250,Tonisha Galloway,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
874307736,Kaila Sexton,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
032643171,Clark Tomlinson,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
003339105,Helin Sanford,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,
507427530,Leela Legge,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
872318516,Georgiana Graves,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
241786842,Kain Cross,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
979955934,Tanisha Terrell,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,
537027666,Nayan Coulson,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1
165190620,Krisha Bradley,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
940443804,Mahira Wells,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
333984443,Kianna Lacey,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
533710212,Kelan Franks,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
385069370,Rhonda Hope,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,
895663823,Lamar Cantrell,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
785377501,Kiera Cortes,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
342259422,Destiny Smart,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
682121464,Tomas Silva,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
697761553,Angelica Lennon,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1
943717159,Tazmin Mansell,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
288320524,Etta Hodgson,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
530899486,Mahnoor Childs,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
393799919,Marilyn Robbins,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1,,,,,1,,1
896178199,Chaim Battle,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,,1,,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,1,
679611088,Rojin Ireland,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
439024612,Kristie Mcclain,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,
758838270,Naeem Ashton,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
308212851,Corrina Fraser,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
774744905,Tevin Travers,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1,,,1,,1,,1
180131040,Clara Milne,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,1,,,1,1,,1,,,,1,1,,1,1,,,1,1,,1,1,,,1,1,
705641554,Antoine Stout,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
705892611,Ceara William,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,,,,,,1,1,
624918139,Keenan Mackie,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,,,,1,,1,1,1,,,1,,1,1,1,,,1,,1
926109955,Abdur Young,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,
322300604,Cohen Prentice,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1,,,,1,1,,1,,1,,1,1,,1,,1,,1,1,,1
498479708,Rima Lucero,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,,1,,,,1,1,
052258804,Faiz Gregory,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1,1,,,,1,,1
